file_path,line_number,type,severity,description
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,370,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_db_session.py,382,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,83,BUG,HIGH,Change the type of 2; type int does not support membership protocol.
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,191,BUG,HIGH,Remove 1 unexpected arguments; 'len' expects 1 positional arguments.
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,206,BUG,MEDIUM,"The return value of ""max"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,209,BUG,MEDIUM,"The return value of ""max"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,212,BUG,MEDIUM,"The return value of ""sum"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,215,BUG,MEDIUM,"The return value of ""sum"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_exceptions.py,218,BUG,MEDIUM,"The return value of ""sum"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_query_set_monad.py,308,BUG,HIGH,Change this assertion to not compare dissimilar types (set and dict).
eecs4313group4_ponyorm:pony/orm/tests/test_declarative_sqltranslator2.py,213,BUG,MEDIUM,Do not perform equality checks with floating point values.
eecs4313group4_ponyorm:pony/orm/tests/test_hybrid_methods_and_properties.py,62,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_hybrid_methods_and_properties.py,66,BUG,MEDIUM,Remove or refactor this statement; it has no side effects.
eecs4313group4_ponyorm:pony/orm/tests/test_json.py,279,BUG,MEDIUM,Remove or correct this useless self-assignment.
eecs4313group4_ponyorm:pony/orm/tests/test_prefetching.py,106,BUG,MEDIUM,"The return value of ""set"" must be used."
eecs4313group4_ponyorm:pony/orm/tests/test_prefetching.py,112,BUG,MEDIUM,"The return value of ""set"" must be used."
eecs4313group4_ponyorm:pony/thirdparty/decorator.py,248,BUG,HIGH,Remove this return value.
eecs4313group4_ponyorm:pony/utils/utils.py,98,BUG,MEDIUM,Remove this if statement or edit its code blocks so that they're not all the same.
